Country,LastUpdate,Category,Indicator (text in app),value
LTU,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,01.06.2021 12:53,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,03.06.2021 14:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,04.06.2021 9:35,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,07.06.2021 12:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,08.06.2021 14:11,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,09.06.2021 11:47,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,10.06.2021 14:48,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,11.06.2021 12:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,14.06.2021 18:20,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LUX,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
MLT,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NLD,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
NOR,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
POL,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
PRT,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ROU,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVK,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SVN,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ESP,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
SWE,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CHE,15.06.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
AUT,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BEL,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
BGR,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HRV,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CYP,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
CZE,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DNK,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
EST,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FIN,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
FRA,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
DEU,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
GRC,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
HUN,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ISL,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
IRL,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
ITA,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LVA,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LIE,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
LTU,16.06.2021 13:03,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,
