Country,LastUpdate,Category,Indicator (text in app),value
NLD,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
CHE,05.01.2021 14:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,07.01.2021 11:33,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,08.01.2021 17:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,09.01.2021 20:41,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
PRT,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,11.01.2021 17:50,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
AUT,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HRV,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,12.01.2021 21:14,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,13.01.2021 11:34,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,14.01.2021 10:36,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LIE,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,15.01.2021 22:25,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
GRC,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
HUN,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ISL,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
IRL,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ITA,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LVA,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
LIE,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LTU,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
LUX,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
MLT,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NLD,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
NOR,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
POL,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
PRT,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
ROU,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVK,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SVN,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
ESP,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
SWE,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CHE,18.01.2021 9:31,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BEL,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
AUT,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
BGR,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,Y
HRV,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CYP,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
CZE,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
DNK,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
EST,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
FIN,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,N
FRA,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
DEU,19.01.2021 8:52,Travel,From within the EU/EEA may I enter or exit this country for tourism? ,WL
